loop|id|group|activity|descriptiono
271|JL|64|yoga|these lightweight highrise pants minimize distractions and maximize comfort as you flow through your practice designed for yoga butterysoft and sweatwicking nulu fabric needs a little extra love for best results machine wash with like fabrics in a cold gentle cycle and lay flat to dry
272|JM|90|on the move|this squeezable bottle was designed for high speeds and easyaccess hydration
273|JN|17|on the move|part of our limitededition 20th birthday collection this squeezable bottle gives you easyaccess hydration when youre moving fast
274|JO|93|on the move|which hat to wear on a chilly day the fun one obviously a bubbletextured knit plus a playful pompom on this cozy beanie does the trick
275|JP|53|training|train hard stay comfortable this cropped tee has a high neckline and abrasionresistant fabric that holds up to your tough workouts
276|JQ|98|running|the perfect companion for warm weather runs this jacket has plenty of ventilation to help keep you cool
277|JR|29|on the move|permission to dance in the rain this long jacket is seamsealed for total waterproof protection so theres nothing you cant do in a downpour
278|JS|42|on the move|from the city to the trails this backpack fits close to body and is designed with a lower lumbar curve to keep you comfortable as you move through your day
279|JT|50|on the move|a new classic this soft  cottonblend top is cut with  wide dolman sleeves to provide  ultramobility for an  ultrarelaxed day
280|JU|13|on the move|these relaxedfit pants pass the vibe check a bucklefront closure adjusts the fit and waterrepellent fabric elevates their functionality
281|JV|79|running|free stride free mind these running shorts are made of nulux fabric thats so smooth and lightweight you might feel like you can run forever
282|JW|5|running|go the distance mesh fabric panels on this lightweight running hat provide breezy ventilation so you can get the most out of every mile
283|JX|14|on the move|pop on these waterrepellent mittens to keep warm and dry on chilly days just because its cold out doesnt mean you have to be
284|JY|75|running|inspired by our archives this updated version of our fanfavourite inspire crop is made from supportive luxtreme fabric and breathable mesh so you feel charged and ready to run
285|JZ|70|on the move|amp up the cozy in this mockneck hoodie made from warm fleece fabric pair it with matching sweatpants for head to toe comfort
286|KA|13|on the move|let adventure lead the daythese joggers will follow with a mid rise and relaxed fit they deliver clean lines comfort and mobility
287|KB|69|yoga|breathe easy powered by quickdrying everlux fabric these pants help you stay cool and comfortable in hot and humid yoga classes
288|KC|80|on the move|feel the fleece not the frostin this cozy fleecelinedear warmer
289|KD|20|on the move|feel the fleece not the frost in this cozy fleecelined ear warmer
290|KE|23|on the move|tame your pony with these stretchy reflective hair ties
291|KF|84|running|dig into that hill training we designed these run shorts with athletic quads in mind
292|KG|84|running|your best pace awaits dig into that hill training in these run shorts designed with athletic quads in mind
293|KH|84|running|dig in to that hill training we designed these run shorts with athletic quads in mind
294|KI|2|running|run for the hills in these roomy run shorts we revised the design lines but kept the same fit and fabric that you already love made with swift ultra fabric that is fourway stretch and sweatwicking
295|KJ|2|running|run for the hills in these roomy run shorts we revised the design lines but kept the same fit and fabric that you already love made with swift fabric thats sweatwicking and twoway stretch
296|KK|84|running|set the pace in this pleatedsweatwicking run skirt
297|KL|95|training|from deadlifts to pullups these ventilated gloves help protect your hands while you train
298|KM|39|hiking|seek the trail less traveled in these woolblend hiking socks designed for comfort as you venture into the wild
299|KN|86|on the move|these soft sweatwicking joggers have you covered for warming up cooling down and chilling out
300|KO|22|on the move|work days or weekends powered by warpstreme fabric and inspired by jeans these fivepocket pants have a comfortable fit and performance fabric for allday comfort
301|KP|92|hiking|hiking season just got a little longer this base layer combines brushed fabric and ventilation for dynamic thermal comfort
302|KQ|16|running|dont let the cold hold you back these hooded waterrepellent gloves are made with brushed fleece fabric to help keep you warm during coldweather runs
303|KR|95|running|let off some steam in these waterrepellent gloves with a hood to cover your fingers theyre made from brushed fleece fabric to help keep you warm during cold weather runs
304|KS|33|running|weather can be unpredictable but your wardrobe shouldnt be pack this lightweight half zip into the chest pocket when the rain stops
305|KT|20|hiking|summit higher elevations in this hiking vest lightweight insulation and waterrepellent fabric help maintain an ideal temperature in lessthanideal weather
